game_a,text_a,level_id_a,game_b,text_b,level_id_b
the_legend_of_zelda,spiral waterfloor channel inside square floor with outer wall and two door,219,lode_runner,ground left mass diggable ground center right gold scattered enemy top left ladder center rope none,240
lode_runner,ground bottom strip ladder left rope center gold top clusters enemy top left,437,dungeon,l shaped wall enclosure with bats scattered in open path,39
lode_runner,ground border diggable ground central rope right ladder left gold upper enemy lower,164,the_legend_of_zelda,square floor room enclosed by wall with central block,353
the_legend_of_zelda,square floor ring with inner wall and central water column,445,dungeon,central winding path with scattered bats and surrounding wall blocks,555
lode_runner,ground platforms top middle and mid left ladder sides rope mid right gold top left and mid,493,the_legend_of_zelda,square floor room with four monsters near corners and left door,180
the_legend_of_zelda,large square floor area enclosed by wall with four door openings,505,dungeon,walls form maze paths with bats clustered along bottom and center,295
the_legend_of_zelda,open floor room with two monsters centered,335,super_mario_bros,staircase ground rising to right with question block and floating ground platforms,495
the_legend_of_zelda,large square floor with central blocks and wall border openings,341,super_mario_bros,scattered breakable block platforms with midair question block cluster,273
lode_runner,ground platforms left and right diggable ground center pit ladders left and center rope top,60,super_mario_bros,flat ground with three pipes and scattered goombas and a question block overhead,275
dungeon,central open area surrounded by wall with bats along edges and sparse paths,89,lode_runner,ground bottom and right diggable ground center rope left ladder left gold scattered enemy pink person,96
lode_runner,ground border diggable ground left clusters ladder center rope top gold left enemy top,0,the_legend_of_zelda,square wall ring with large central floor area,155
dungeon,walls form central blocks with bats clustered in lower left and right,257,the_legend_of_zelda,water ring around central floor with blocks,106
super_mario_bros,flat ground with scattered breakable block platforms and one question block,182,dungeon,scattered wall blocks with bats spread across open paths,479
the_legend_of_zelda,open floor with diagonal blocks from left to center and a door on left wall,290,dungeon,scattered wall blocks with open paths and bats around edges,55
the_legend_of_zelda,open floor room with two monsters centered,335,dungeon,scattered wall blocks with bats along winding paths,304
super_mario_bros,ground floor with central breakable block platform and coins above,228,lode_runner,ground platforms left and right ladder center rope top gold scattered enemy top center,299
the_legend_of_zelda,central floor grid with four block clusters and side doors,128,lode_runner,ground border platforms diggable ground center rope right ladder left right gold scattered enemy bottom center,221
lode_runner,ground platforms left and right ladder center rope top gold scattered enemy top center,299,the_legend_of_zelda,spiral wall corridor with waterfloor channel inside,294
the_legend_of_zelda,blocks form zigzag diagonal paths across floor inside walls,136,super_mario_bros,flat ground with two goomba and scattered breakable block platforms and one question block,209
super_mario_bros,staircase ground slope rising left with coins upper right,519,lode_runner,ground border diggable ground platforms ladders left center rope top center gold scattered enemy center,137
super_mario_bros,ground forms left wall and bottom floor with small step on right,328,lode_runner,ground border top left diggable ground scattered ladder center rope top gold,317
lode_runner,ground border top right diggable ground left pit ladders center right gold scattered enemy top,496,dungeon,walls form central block with surrounding paths and scattered bats,174
lode_runner,ground blocks left and right central ladder gold along ladder enemy top right,314,dungeon,walls form maze paths around scattered bats,392
dungeon,zigzag wall corridors with scattered bat along path,415,super_mario_bros,three brick platforms scattered upper right and center with small lower center block and coins left and,161
the_legend_of_zelda,open floor with scattered blocks and one door on left,135,dungeon,central open area surrounded by wall with bats along edges and sparse paths,89
super_mario_bros,flat ground with pipe right and question blocks above center,165,dungeon,walls form stepped zigzag path with bats scattered around,358
the_legend_of_zelda,square floor bordered by wall with central block cluster,154,lode_runner,ground maze with ladders ropes gold scattered enemy top center,451
dungeon,central vertical wall with cross paths and bats around edges,178,the_legend_of_zelda,large square floor room enclosed by wall with two doors opposite and two blocks center,158
the_legend_of_zelda,square floor room with central block cluster,524,lode_runner,ground diagonal left mass ladders along slope gold mid left enemy right ground,52
lode_runner,ground border bottom diggable ground platforms scattered ladders vertical center left right gold on platforms,466,dungeon,bats clustered along bottom center path amid scattered walls,34
super_mario_bros,two pipes on ground with goombas and small breakable block platforms above,268,dungeon,walls form central open area with bats around edges and bottom path,122
lode_runner,ground platforms top and mid left diggable ground right rope none ladders center gold scattered,447,the_legend_of_zelda,diagonal wall band across floor with doors top and bottom,480
the_legend_of_zelda,square floor with central block cluster and bottom door,372,dungeon,walls form central open area with bats around edges and bottom path,122
super_mario_bros,ground slopes up to right with question block top right,224,the_legend_of_zelda,open floor with blocks forming curved diagonal band on right,201
the_legend_of_zelda,diagonal wall band across floor with doors top and bottom,480,super_mario_bros,ground left slope with three goomba and scattered question block breakable block platforms,276
super_mario_bros,flat ground with scattered goomba and pipe at right,151,the_legend_of_zelda,square floor bordered by wall with central stair,354
super_mario_bros,scattered breakable block platforms with midair question block cluster,273,the_legend_of_zelda,water forms large rectangular ring around central floor corridor,288
dungeon,central horizontal path with scattered bats and wall blocks,87,the_legend_of_zelda,square floor with central block ring and four side doors,481
dungeon,wall grid with scattered rectangular path gaps,403,super_mario_bros,ground forms stepped platform left then long flat ground right,120
the_legend_of_zelda,large square floor enclosed by wall with door on right,61,dungeon,central path with scattered wall blocks and bats along top edge,527
the_legend_of_zelda,large open floor room enclosed by wall with one door on right and one door bottom,391,super_mario_bros,two ground platforms separated by gap with single coin above right,22
super_mario_bros,ground floor with central breakable block platform and coins above,228,lode_runner,ground platforms top and mid right gold scattered enemy pink person mid left ladder left rope center,115
lode_runner,ground diagonal left mass ladders along slope gold mid left enemy right ground,52,the_legend_of_zelda,large floor room with diagonal block chain from upper left to lower right,464
dungeon,scattered wall blocks with narrow path gaps no bat,452,the_legend_of_zelda,large square floor with diagonal block pattern and surrounding wall,183
super_mario_bros,ground along bottom with scattered breakable block platforms and coin row near top,472,the_legend_of_zelda,waterfloor maze corridors around central blocks with doors north south,419
dungeon,walls form maze paths with bats clustered in upper rooms and one central,378,lode_runner,ground left platforms rope top left ladder top center diggable ground top right gold mid left,244
super_mario_bros,staircase ground rising left to right with question block row and goomba on right,337,the_legend_of_zelda,central stair surrounded by scattered blocks on open floor within walls,177
super_mario_bros,two elevated ground platforms with goomba on long top platform and coins above right ground stack,117,lode_runner,ground bottom band diggable ground mid blocks ladders left and right ropes none gold scattered,516
lode_runner,ground maze with ladders ropes gold scattered enemy top center,451,the_legend_of_zelda,open floor room with two monsters centered and doors on left and bottom,360
lode_runner,ground platforms left and mid diggable ground slope right ladder top right rope mid gold left,510,the_legend_of_zelda,large central floor room surrounded by wall with door openings top bottom right,93
the_legend_of_zelda,floor ring around central block with left door,326,lode_runner,ground bottom strip ladders left center right gold left enemy left rope none,114
the_legend_of_zelda,open floor with blocks forming curved diagonal band on right,201,dungeon,scattered wall blocks with winding path and bats clustered in open rooms,387
super_mario_bros,two ground pyramids separated by gap,77,dungeon,spiral wall path with bats clustered near center,116
super_mario_bros,ground platform with left ledge and central vertical wall goomba pair,33,dungeon,scattered wall blocks with bats across open paths,531
the_legend_of_zelda,waterfloor spiral around central blocks within outer wall ring,105,lode_runner,ground clusters left and right diggable ground center ladder rope gold scattered enemy pink person upper,44
the_legend_of_zelda,central block cluster with one monster on floor,24,lode_runner,ground border bottom diggable ground platforms scattered ladders vertical center left right gold on platforms,466
the_legend_of_zelda,central block cluster with one monster on floor,411,dungeon,scattered wall blocks with bats near bottom and open paths,239
the_legend_of_zelda,square floor with central block ring and one stair,18,dungeon,central path with bat clusters in upper left and lower right walls around edges,504
the_legend_of_zelda,water forms large rectangular ring around central floor corridor,288,lode_runner,ground border diggable ground right block ladders left columns ropes mid gold top left enemy,408
super_mario_bros,flat ground with scattered breakable block clusters and three goomba and a pipe right,336,dungeon,bats clustered along bottom center path amid scattered walls,34
the_legend_of_zelda,square floor ring with inner wall and central water column,445,lode_runner,ground border diggable ground left rope left ladder center right gold scattered enemy left,533
dungeon,winding central path with scattered bats and surrounding wall,522,lode_runner,ground border diggable ground center ladders left right rope top gold scattered enemy center,11
the_legend_of_zelda,large central floor room surrounded by wall ring with two side doors and bottom door,377,dungeon,paths through walls with bat clusters top right and bottom right,389
the_legend_of_zelda,large open floor room surrounded by wall with two door openings left and right,265,dungeon,central winding path with scattered bats and surrounding wall blocks,555
dungeon,scattered walls with bats in open areas and winding paths,107,lode_runner,ground maze with ladders ropes gold scattered enemy top center,451
dungeon,central winding path through walls with bats scattered around,369,super_mario_bros,ground platforms left and right with central coin row,306
super_mario_bros,flat ground with three pipes each holding goomba and a right floating breakable block platform,321,the_legend_of_zelda,square floor ring with central block area and monsters in grid,198
the_legend_of_zelda,water forms large rectangular ring around central floor corridor,288,super_mario_bros,flat ground with tall pipe right and two question block rows left,461
the_legend_of_zelda,open floor with scattered blocks and walls around edges,10,lode_runner,ground left and bottom gold center ladders top right rope top left,150
dungeon,scattered wall blocks with narrow path gaps no bat,452,the_legend_of_zelda,open floor with scattered blocks and walls around edges,10
the_legend_of_zelda,central floor grid with four block clusters and side doors,128,dungeon,scattered wall blocks with bats spread across open paths,479
dungeon,bats along a diagonal path between walls,229,the_legend_of_zelda,large central floor room surrounded by wall border,31
super_mario_bros,flat ground with left question block row and central cannon and two goomba,540,dungeon,bats clustered along bottom center path amid scattered walls,34
the_legend_of_zelda,central stair surrounded by blocks on open floor,108,super_mario_bros,flat ground with central pipe and two goomba,423
dungeon,walls form central block with scattered wall islands and open paths,181,super_mario_bros,ground forms left wall and bottom floor with small step on right,328
the_legend_of_zelda,large central floor room surrounded by wall ring with right door opening,140,dungeon,path maze between wall blocks with many bats scattered,124
lode_runner,ground border top bottom ladders left center rope mid gold left enemy,557,dungeon,scattered wall blocks with open path and bats dispersed,202
dungeon,walls form scattered blocks with winding paths and bats dispersed,376,super_mario_bros,ground along bottom with scattered breakable block platforms and coin row near top,472
dungeon,walls form central spiral path with bats scattered throughout,16,lode_runner,ground bottom and right diggable ground center rope left ladder left gold scattered enemy pink person,96
lode_runner,ground border top right diggable ground left ladder right enemypink person top corners,103,the_legend_of_zelda,diagonal wall band across floor with doors top and bottom,480
dungeon,walls form maze with central path and bats clustered left right and bottom,29,super_mario_bros,ground floor with central breakable block platform and coins above,228
the_legend_of_zelda,square floor ring with inner wall and central water column,445,lode_runner,ground border diggable ground central blocks ladders vertical shafts gold scattered enemy lower left,300
lode_runner,ground border diggable ground top right rope mid ladder center gold scattered enemy right,380,the_legend_of_zelda,central water strip across floor with top and bottom door openings,386
lode_runner,ground bottom band diggable ground left mass ladder left rope mid gold scattered enemy center,111,the_legend_of_zelda,floor ring around central wall void,280
the_legend_of_zelda,square floor room with four water blocks near center and right wall door,374,lode_runner,ground border platforms diggable ground central block ladder left edge gold scattered enemy right center,506
lode_runner,ground left platforms diggable ground right wall ladder center rope none gold top left enemy center,407,super_mario_bros,flat ground with two elevated brick platforms with question block,404
the_legend_of_zelda,central floor room with two wall pillars and four monsters near center,549,lode_runner,ground border platforms diggable ground center rope right ladder left right gold scattered enemy bottom center,221
lode_runner,ground border platforms diggable ground center rope right ladder left right gold scattered enemy bottom center,221,super_mario_bros,two elevated ground platforms with goomba on long top platform and coins above right ground stack,117
the_legend_of_zelda,large open floor room with two monsters centered vertically,500,dungeon,path with bat cluster in upper right near wall,347
the_legend_of_zelda,square floor bordered by wall with central block cluster and right door,47,dungeon,scattered wall blocks with bats along winding paths,123
lode_runner,ground platforms top and mid left diggable ground right rope none ladders center gold scattered,447,super_mario_bros,flat ground with gap right and two question block above,420
super_mario_bros,scattered floating breakable block platforms above ground,410,the_legend_of_zelda,square floor room with central block cluster and top bottom door,381
the_legend_of_zelda,square floor with central block diamond pattern,143,super_mario_bros,scattered floating ground platforms with coins and no enemies,370
super_mario_bros,flat ground with right question block row and goomba,222,lode_runner,ground border diggable ground center ladder left right rope top gold scattered enemy center,316
the_legend_of_zelda,large central floor room surrounded by wall with door openings top bottom right,93,dungeon,walls form central winding path with bats scattered around,325
dungeon,cross shaped wall with bats around and open path edges,227,super_mario_bros,ground forms two plateaus with central hill and a coin above,350
dungeon,walls form stepped blocks with open paths around edges and center,138,the_legend_of_zelda,square floor room with wall border and two monsters centered,463
the_legend_of_zelda,square floor room with four monsters near corners and doors top bottom,511,dungeon,central winding path through walls with bats scattered around,369
the_legend_of_zelda,large floor room enclosed by wall with door at bottom center,230,lode_runner,ground border top left ladder center rope top gold scattered mid enemy right,167
lode_runner,ground bottom band diggable ground left and center blocks gold row left enemy right ladder top,542,dungeon,path with bat cluster in upper right near wall,347
lode_runner,ground platforms top and mid left diggable ground right rope none ladders center gold scattered,447,the_legend_of_zelda,square floor room with four water blocks near center and right wall door,374
super_mario_bros,ground platform left with tall breakable block column and goomba coin pair right,260,lode_runner,ground platforms top and mid left diggable ground right rope none ladders center gold scattered,447
super_mario_bros,ground platforms split left and right with question block pair upper left,84,the_legend_of_zelda,floor with central diamond block cluster inside wall border,546
the_legend_of_zelda,open floor with diagonal wall x pattern and side doors,195,dungeon,walls form winding path with bats scattered throughout,279
dungeon,walls form grid of blocks with scattered paths and bats,252,the_legend_of_zelda,floor with central diamond block cluster inside wall border,546
dungeon,bats clustered along bottom center path amid scattered walls,34,the_legend_of_zelda,water forms large rectangular ring around central floor corridor,288
the_legend_of_zelda,central floor room with two wall pillars and four monsters near center,204,dungeon,central open area with wall border and bats along edges and paths,309
the_legend_of_zelda,square wall border with large central floor area and left door,489,super_mario_bros,ground valley with left pipe and right stepped ground wall,289
the_legend_of_zelda,diagonal wall from bottom left to top right across floor with door bottom center,432,dungeon,zigzag wall corridors with scattered bat along path,415
lode_runner,ground border diggable ground top right gold top right ladder left rope mid left enemyp,544,dungeon,walls form maze paths with bats clustered bottom right,534
dungeon,walls form maze paths with bats clustered upper left and lower left,171,lode_runner,ground bottom right ladders right rope mid gold upper right enemy left,343
the_legend_of_zelda,open floor room with two monsters centered vertically,225,dungeon,walls scattered in blocks with many short paths between them,74
dungeon,wall grid with scattered rectangular path gaps,403,lode_runner,ground border left and bottom diggable ground right wall gold scattered upper left enemy center bottom,278
super_mario_bros,flat ground with two goomba between two pipe,433,the_legend_of_zelda,square floor room with wall border and two monsters centered,463
super_mario_bros,flat ground with scattered breakable block platforms and one question block,182,the_legend_of_zelda,floor with diagonal wall zigzag in right half,175
super_mario_bros,two elevated ground platforms with goomba on top and coins upper right,528,the_legend_of_zelda,rectangular wall border with inner water pool surrounded by floor corridor and side doors,80
super_mario_bros,ground forms stepped platform left then long flat ground right,120,dungeon,walls form central blocks with bats clustered in lower left and right,257
dungeon,spiral wall path with bats around edges and inside,413,super_mario_bros,flat ground with three pipes each holding goomba and a right floating breakable block platform,321
lode_runner,ground blocks center right platform ladders left and center rope top gold top left enemy none,473,the_legend_of_zelda,central stair surrounded by blocks on open floor,108
the_legend_of_zelda,large square floor area enclosed by wall with four door openings,505,super_mario_bros,ground platform with left ledge and central vertical wall goomba pair,33
super_mario_bros,two ground pyramids separated by gap,77,the_legend_of_zelda,waterfloor rectangular pool centered surrounded by floor and wall border,468
super_mario_bros,flat ground with central pipe and scattered goomba,262,lode_runner,ground left mass diggable ground center right gold scattered enemy top left ladder center rope none,240
the_legend_of_zelda,checkerboard floor with four block diamond clusters near center,401,dungeon,maze of walls with many small paths and scattered bats,402
the_legend_of_zelda,square floor with central block ring and one stair,18,lode_runner,ground border diggable ground center ladder left rope right gold mid enemy bottom center,49
super_mario_bros,flat ground with two elevated brick platforms with question block,404,the_legend_of_zelda,square floor with central block diamond and two doors top bottom,465
super_mario_bros,ground slopes up to right with question block top right,224,dungeon,walls form central block with paths around and bats clustered top and right,20
the_legend_of_zelda,large square floor with diagonal block pattern and surrounding wall,183,super_mario_bros,flat ground with cannon left pipe center goombas on pipe and right,422
the_legend_of_zelda,spiral waterfloor channel inside square floor with outer wall and two door,219,dungeon,bats scattered around central wall with narrow path openings,454
the_legend_of_zelda,floor ring around central block with left door,326,dungeon,walls form central open area with bats around edges and bottom path,122
lode_runner,ground platforms left and right diggable ground center pit ladders left and center rope top,60,the_legend_of_zelda,square floor with central block diamond pattern,143
dungeon,walls form central maze with bats scattered along paths,15,the_legend_of_zelda,large central water pool surrounded by floor and outer wall,550
the_legend_of_zelda,large central floor square surrounded by wall ring and inner block border,25,lode_runner,ground platforms left and mid rope right ladder center gold top center enemy left mid,247
super_mario_bros,ground platforms separated by gaps,429,lode_runner,ground bottom strip ladder left rope center gold top clusters enemy top left,437
the_legend_of_zelda,open floor room with scattered monsters and central block cluster,160,super_mario_bros,scattered breakable block platforms with goomba on central platform and coins at top left,523
the_legend_of_zelda,open floor room with two monsters near center,159,lode_runner,ground platforms across top mid and bottom ladders right and center rope top,388
the_legend_of_zelda,square floor room with two monsters centered and doors top bottom,241,dungeon,walls form central spiral path with bats scattered throughout,16
the_legend_of_zelda,large open floor room enclosed by wall with two door openings,196,lode_runner,ground border diggable ground center ladders left right rope top gold scattered enemy center,11
the_legend_of_zelda,floor with central block diamond pattern and surrounding wall border,169,lode_runner,ground platforms top middle and mid left ladder sides rope mid right gold top left and mid,493
the_legend_of_zelda,blocks form zigzag diagonal paths across floor inside walls,136,dungeon,wall grid with scattered rectangular path gaps,403
dungeon,bat cluster left of central path between walls,283,the_legend_of_zelda,open floor room with border wall and two central blocks,477
the_legend_of_zelda,square floor room with central blocks and side doors,168,lode_runner,ground border top diggable ground center ladder vertical gold clusters upper corners enemy bottom center,264
dungeon,walls form stepped blocks with open paths around edges and center,138,lode_runner,ground maze left diggable ground right ladder center rope right gold left enemy top right,92
dungeon,walls form e shape with bats scattered along paths,236,lode_runner,ground bottom left ladder right rope top gold mid enemypink person,3
dungeon,walls form stepped zigzag path with bats scattered around,358,lode_runner,ground border top right diggable ground left pit ladders center right gold scattered enemy top,496
the_legend_of_zelda,open floor with central block cluster and bottom door,190,lode_runner,ground platforms top and mid left diggable ground right rope none ladders center gold scattered,447
dungeon,path maze with walls and bats clustered right and lower left,2,super_mario_bros,ground at bottom with brick ceiling and question block cluster right with coins,352
the_legend_of_zelda,floor grid with scattered blocks inside surrounding wall,259,lode_runner,ground platforms top and mid left diggable ground right rope none ladders center gold scattered,447
super_mario_bros,flat ground with central pipe and scattered breakable block platforms and two goomba,526,lode_runner,ground borders diggable ground center ladders vertical rope left gold scattered enemy upper center,242
lode_runner,ground borders diggable ground center ladders vertical rope left gold scattered enemy upper center,242,the_legend_of_zelda,floor grid with scattered blocks inside surrounding wall,248
super_mario_bros,ground along bottom with scattered breakable block platforms and coin row near top,472,the_legend_of_zelda,large floor room with diagonal block chain from upper left to lower right,464
the_legend_of_zelda,large floor room enclosed by wall with central empty area,109,super_mario_bros,ground with left pipe and right stepped breakable block hill,541
dungeon,central vertical wall with cross paths and bats around edges,178,lode_runner,ground bottom left ladder right rope top gold mid enemypink person,3
super_mario_bros,staircase breakable block pyramid on ground with goomba right,371,lode_runner,ground bottom left ladder center gold scattered upper right enemypink person,436
dungeon,walls form central block with surrounding paths and scattered bats,174,super_mario_bros,ground forms tall left wall and long bottom platform with small right step single breakable,14
the_legend_of_zelda,square floor room with central blocks and right wall door,543,super_mario_bros,ground platform with tall vertical wall left and two floating breakable block clusters right,497
dungeon,path maze with walls and bats clustered right and lower left,2,the_legend_of_zelda,central floor with two vertical block columns and surrounding wall border,342
super_mario_bros,ground platforms with scattered question block clusters and two goomba on left,163,lode_runner,ground forms central mass top right diggable ground left gold mid left ladder top left rope,476
dungeon,walls form central block with surrounding paths and scattered bats,174,super_mario_bros,stepped ground platform descending right with empty sky,66
the_legend_of_zelda,central floor room with two wall pillars and four monsters near middle,153,super_mario_bros,flat ground with three goomba left and pipe right under two question block rows,23
dungeon,walls form maze paths with bats clustered bottom right,534,the_legend_of_zelda,large floor room with two central block clusters aligned vertically,85
lode_runner,ground border diggable ground blocks center ladder left rope top gold scattered enemy right,444,dungeon,walls form scattered blocks with winding paths and bats dispersed,376
lode_runner,ground left and bottom gold center ladders top right rope top left,150,the_legend_of_zelda,blocks form zigzag diagonal paths across floor inside walls,136
lode_runner,ground border platforms diggable ground central block ladder left edge gold scattered enemy right center,506,the_legend_of_zelda,square floor room with four monsters near corners and right wall door,184
super_mario_bros,flat ground with two elevated brick platforms with question block,404,lode_runner,ground left and bottom gold center ladders top right rope top left,150
the_legend_of_zelda,large open floor room with central wall pillar and left door,235,dungeon,winding path through scattered wall blocks with bats in open areas,475
the_legend_of_zelda,large square floor with central blocks and wall border openings,341,super_mario_bros,ground along bottom with scattered breakable block platforms and coin row near top,472
super_mario_bros,flat ground with scattered breakable block platforms and a top row of coins and one question,88,the_legend_of_zelda,square floor room with wall border and two monsters centered,548
the_legend_of_zelda,large central floor square surrounded by wall ring and inner block border,25,lode_runner,ground top band ladder left edge enemy top left and top right,405
the_legend_of_zelda,central block diamond cluster with monster near top and right door,362,dungeon,spiral wall path with bats clustered near center,116
lode_runner,ground border maze diggable ground pockets ladders left center ropes sparse gold clusters left bottom,186,the_legend_of_zelda,open floor with diagonal blocks from left to center and a door on left wall,290
the_legend_of_zelda,water forms large rectangular ring around central floor corridor,288,dungeon,spiral path around central wall with bats scattered,272
super_mario_bros,flat ground with scattered breakable block platforms and a top row of coins and one question,88,dungeon,scattered wall blocks with bats along winding paths,304
dungeon,central path with scattered wall blocks and bats,188,lode_runner,ground border diggable ground scattered center ladder vertical rope left gold top right enemy bottom left,529
dungeon,central path with bats scattered and surrounding wall,474,the_legend_of_zelda,large square floor room enclosed by wall with central block cluster,507
dungeon,central winding path with scattered wall blocks and bats near top corners,396,the_legend_of_zelda,square floor room enclosed by wall with door openings on left and top,453
dungeon,square spiral wall path with bats scattered inside,220,super_mario_bros,ground forms tall left wall then long flat platform with small right step,482
the_legend_of_zelda,floor grid with central block cluster and surrounding wall border,28,lode_runner,ground platforms top and mid left diggable ground right rope none ladders center gold scattered,447
the_legend_of_zelda,large square floor room enclosed by wall with central block cluster,507,lode_runner,ground border maze diggable ground corridors gold scattered mid enemy left rope none ladder none,491
the_legend_of_zelda,central floor with scattered monsters and one block cluster on right,327,super_mario_bros,flat ground with scattered cannons and a goomba question block above,383
lode_runner,ground clusters left and right diggable ground center ladder rope gold scattered enemy pink person upper,44,the_legend_of_zelda,floor grid with scattered blocks inside surrounding wall,259
super_mario_bros,pipes of varying heights on continuous ground with goombas on pipes,205,dungeon,walls form stepped blocks with open paths around edges and center,138
dungeon,wall maze with central path and bats scattered throughout,53,the_legend_of_zelda,floor with central diamond block cluster inside wall border,546
the_legend_of_zelda,square floor room with four monsters near corners and side doors,339,lode_runner,ground border diggable ground central right rope ladder center gold scattered enemy left center,1
lode_runner,ground bottom band diggable ground right block ladder center rope left gold scattered enemy upper right,363,the_legend_of_zelda,large square floor room with central block cluster and wall border,556
the_legend_of_zelda,square floor room enclosed by wall with central block,353,lode_runner,ground border left top diggable ground right ladder center gold right enemy top right,218
the_legend_of_zelda,diagonal wall zigzag across open floor,302,super_mario_bros,two elevated ground platforms with goomba on top and coins upper right,528
lode_runner,ground maze left diggable ground right ladder center rope right gold left enemy top right,92,dungeon,central cross path with scattered wall blocks and bats clustered lower center,450
dungeon,walls form maze with winding paths and scattered bats,223,lode_runner,ground clusters left and right diggable ground center ladder rope gold scattered enemy pink person upper,44
the_legend_of_zelda,large floor room with central wall pillar and two side doors,319,dungeon,walls form winding path with bats scattered throughout,279
dungeon,bats clustered along left wall with winding path to right,322,the_legend_of_zelda,large central floor room surrounded by wall border,31
lode_runner,ground bottom left diggable ground central gold scattered ladder left rope top,351,dungeon,central open area with wall border and bats along edges and paths,309
lode_runner,ground border diggable ground center ladder left rope right gold mid enemy bottom center,49,super_mario_bros,scattered breakable block platforms with coins above and ground gaps,394
dungeon,walls form maze paths with bats clustered upper left and lower left,171,super_mario_bros,flat ground with central pipe and scattered goomba,262
dungeon,path maze with walls and bats clustered right and lower left,2,lode_runner,ground bottom band ladder center gold left enemypink person upper center diggable ground,320
dungeon,bats scattered around central wall with narrow path openings,454,super_mario_bros,staggered brick platforms with question blocks left and tall brick wall right,173
lode_runner,ground border top right diggable ground left pit ladders center right gold scattered enemy top,496,dungeon,walls form central block with bats scattered and paths around edges,483
dungeon,spiral wall path with bats around edges and inside,413,lode_runner,ground platforms top and mid ladders left and center rope top gold left,425
lode_runner,ground forms central mass top right diggable ground left gold mid left ladder top left rope,476,super_mario_bros,flat ground with three pipes and two goomba on pipes,79
lode_runner,ground bottom ladders right ropes mid gold scattered left enemy top left,490,super_mario_bros,flat ground with scattered question block and one goomba,6
the_legend_of_zelda,square floor ring with central water corridor spiral,110,super_mario_bros,flat ground with scattered cannons and a goomba question block above,383
lode_runner,ground platforms top and mid ladders left and center rope top gold left,425,super_mario_bros,ground forms u shaped pit with goombas on top and lone breakable block above,501
dungeon,walls form central winding path with bats scattered throughout,233,super_mario_bros,flat ground with two elevated brick platforms with question block,404
dungeon,walls form e shape with bats scattered along paths,236,the_legend_of_zelda,central wall blob with four monsters on floor and door bottom,430
lode_runner,ground border platforms ladders left and center rope center gold scattered enemy pink center and lower,213,dungeon,central open area surrounded by wall with bats along edges and sparse paths,89
the_legend_of_zelda,large square floor room enclosed by wall with central block cluster,507,lode_runner,ground left slope diggable ground right blocks ladder center rope none gold scattered enemy none,211
super_mario_bros,staircase ground rising to right then flat ground,443,the_legend_of_zelda,floor with central block diamond pattern and surrounding wall border,169
dungeon,central path network with scattered bats and surrounding walls,409,lode_runner,ground border diggable ground scattered center ladder vertical rope left gold top right enemy bottom left,529
super_mario_bros,ground valley with left pipe and right stepped ground wall,289,dungeon,winding path through scattered wall blocks with bats in open areas,475
the_legend_of_zelda,central stair surrounded by scattered blocks on open floor within walls,177,dungeon,walls form scattered rooms with central path and bats spread throughout,256
the_legend_of_zelda,square wall ring with central water corridor,537,lode_runner,ground platforms top middle and mid left ladder sides rope mid right gold top left and mid,493
the_legend_of_zelda,square floor room with two monsters centered and doors top bottom,241,lode_runner,ground bottom band diggable ground left and center blocks gold row left enemy right ladder top,542
super_mario_bros,staircase ground rising to the right,514,dungeon,central vertical path with bats and surrounding walls,292
super_mario_bros,flat ground with two elevated brick platforms with question block,404,lode_runner,ground border diggable ground left wall platforms gold scattered upper mid enemy mid rope top ladder,344
dungeon,walls form scattered rooms with central path and bats spread throughout,256,lode_runner,ground top band diggable ground mid band ladders left gold scattered enemies none,232
lode_runner,ground border left bottom right diggable ground clusters top mid rope top ladder right gold scattered,81,super_mario_bros,flat ground with scattered cannons and a goomba question block above,383
lode_runner,ground border platforms ladders left and center rope center gold scattered enemy pink center and lower,213,the_legend_of_zelda,large open floor with central wall pillar and right door,431
super_mario_bros,flat ground with scattered breakable block and question block,12,dungeon,path maze with scattered wall blocks and four bats,385
the_legend_of_zelda,square wall ring around large central floor with two side doors,149,dungeon,zigzag wall corridors with scattered bat along path,415
dungeon,bats along a diagonal path between walls,229,lode_runner,ground border diggable ground left clusters ladders center right gold scattered enemy left,400
the_legend_of_zelda,floor with diagonal block stripes across open area,21,dungeon,central cross path with walls and bat clusters top left and top right,146
the_legend_of_zelda,large open floor room enclosed by wall with single door bottom,58,super_mario_bros,ground with pipe on right and stepped breakable block pillars on left,9
the_legend_of_zelda,open floor room with scattered monsters and central block cluster,160,dungeon,bats clustered along bottom center path amid scattered walls,34
super_mario_bros,flat ground platform with three goomba spaced across,382,the_legend_of_zelda,water ring around central floor with blocks,106
the_legend_of_zelda,waterfloor rectangular pool centered surrounded by floor and wall border,468,super_mario_bros,ground staircase with pipe left and floating question block platforms,462
super_mario_bros,flat ground with two goomba between two pipe,433,the_legend_of_zelda,large floor room with central wall pillar and right door,307
dungeon,central path with bat clusters in upper left and lower right walls around edges,504,super_mario_bros,flat ground with pipe right and question blocks above center,165
dungeon,maze like wall corridors with bats along central path,357,lode_runner,ground border platforms diggable ground center rope right ladder left right gold scattered enemy bottom center,221
the_legend_of_zelda,open floor room with two monsters centered and doors on left and bottom,360,dungeon,bats clustered left with scattered walls and winding paths,70
dungeon,bats clustered top left behind wall with winding path corridors,32,super_mario_bros,two elevated ground platforms with goomba on top and coins upper right,528
